Nom de l'offre touristique;Catégorie de l'offre;Type de l'offre;Adresse1;Adresse partie 1 suite;Adresse2;Adresse3;Code postal;Nom de la commune;Cedex de l'adresse postale;Code Insee de la Commune;Latitude;Longitude;Situation de l'offre;N° de téléphone mobile;N° de téléphone fixe;N° de fax;Adresse e-Mail;Url du site web;Url pour accéder à la vidéo;Présence sur plateforme(s) communautaire(s);Code Embed pour intégrer une video;Widget tripadvisor;Equipements;Labels;Chaînes;Classement dans un label;CLassement pour le label Logis;Label tourisme handicap;Animal accepté: oui / non;Complément information animal accepté;SPaccessibilite;Présence l'offre sur les grands itinéraires vélo;Nombre chambres;Nombre chambres familiales;Nombre chambres pour accès à mobilité réduite;Groupe accepté: oui / non;Langues parlées à l'accueil;Présence salle de réunion: oui / non;Ouverture 24h / 24h: oui / non;Ouvert toute l'année: oui / non;Horaires d'ouvertures;Moyen(s) de réservation directe;Moyen(s) de réservation en ligne;Centrale de réservation en ligne?;Tarifs;Modes de paiement acceptés;localisation;departement
THE ORIGINALS ACCESS GARE;2 étoiles;Hôtel;;;11 Place du 77 R.I;;49300;CHOLET;;49099;47.06521;-0.87082;;06 82 29 68 68;02 41 29 40 00;02 41 29 62 38;;https://www.theoriginalshotels.com/;;Tripadvisor||;;"<div id=""TA_selfserveprop773"" class=""TA_selfserveprop"">;<ul id=""unKXk9"" class=""TA_links r5oTS4jT"">;<li id=""eVPsIuM"" class=""iAD1kFHp"">;<a target=""_blank"" href=""https://www.tripadvisor.fr/""><img src=""https://www.tripadvisor.fr/img/cdsi/img2/branding/150_logo-11900-2.png"" alt=""TripAdvisor""/></a>;</li>;</ul>;</div>;<script src=""https://www.jscache.com/wejs?wtype=selfserveprop&amp;uniq=773&amp;locationId=4155927&amp;lang=fr&amp;rating=true&amp;nreviews=2&amp;writereviewlink=true&amp;popIdx=false&amp;iswide=true&amp;border=false""></script>";"Climatisation;WiFi";;;;;;;;non;;22;2;2;;"Anglais;Français";;;;01/01/2022||31/12/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;"Cartes bancaires;Chèques bancaires et postaux;Espèces;Virement";47.06521,-0.87082;Maine-et-Loire
HÔTEL MARGUERITE D'ANJOU;2 étoiles;Hôtel;;;13- 15 Place Kennedy;;49100;ANGERS;;49007;47.46909;-0.55781;;06 62 73 13 75;02 41 88 11 61;02 41 87 37 61;;http://hma-hotel.com;;Facebook||https://www.facebook.com/HMAhotelAngers/;;;"Climatisation;WiFi";;Logis;;;;oui;10€;non;;19;;1;;"Anglais;Espagnol;Français";;;;"01/01/2021||31/12/2021||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;06/01/2022||23/12/2022||||||07:00||21:00||||||07:00||21:00||||||07:00||21:00||||||07:00||21:00||||||07:00||21:00||||||08:00||20:00||||||08:00||20:00||||";;;;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Virement";47.46909,-0.55781;Maine-et-Loire
HÔTEL F1;Non classé;Hôtel;;;14 Rue de la Blanchardière;;49300;CHOLET;;49099;47.07294;-0.84342;;;08 91 70 52 23;02 41 71 95 55;;http://www.hotelf1.com;;Tripadvisor||;;"<div id=""TA_selfserveprop571"" class=""TA_selfserveprop"">;<ul id=""xgEozQLNviyh"" class=""TA_links 8xeYMKKt"">;<li id=""NLGP1EqgS"" class=""9oPtaIZ"">;<a target=""_blank"" href=""https://www.tripadvisor.fr/""><img src=""https://www.tripadvisor.fr/img/cdsi/img2/branding/150_logo-11900-2.png"" alt=""TripAdvisor""/></a>;</li>;</ul>;</div>;<script src=""https://www.jscache.com/wejs?wtype=selfserveprop&amp;uniq=571&amp;locationId=507564&amp;lang=fr&amp;rating=true&amp;nreviews=2&amp;writereviewlink=true&amp;popIdx=false&amp;iswide=true&amp;border=false""></script>";WiFi;;Formule 1;;;;oui;5;non;;62;2;3;;"Anglais;Français";;;;01/01/2022||31/12/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Virement";47.07294,-0.84342;Maine-et-Loire
HÔTEL LA LONGUE VUE;2 étoiles;Hôtel - Restaurant;;;18 rue de la Croix de Mission;Gennes;49350;GENNES-VAL-DE-LOIRE;;49261;47.340854;-0.238075;;;02 41 51 81 88;02 41 38 00 78;;https://www.lalonguevue.fr/;;"Tripadvisor||;Google+||https://maps.google.com/?cid=8657588663084841824;Tripadvisor||https://www.tripadvisor.fr/Hotel_Review-g12941376-d1103264-Reviews-La_Longue_Vue-Gennes_Val_de_Loire_Maine_et_Loire_Pays_de_la_Loire.html";;;"Local vélo;Parking privé;Piscine;Restaurant;WiFi";Qualité Tourisme;;;;;oui;9 €;non;"EV6-La Loire à Vélo;Vélo Francette - Loire à Vélo";18;2;1;;"Anglais;Français";oui;;;01/01/2022||31/12/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;||https://resa.ot-saumur.fr/reserver/hotel/zslalonguevue.html||||02 41 40 20 60||resa@ot-saumur.fr;oui;"Chambre double||71,00||76,00||;Petit-déjeuner / pers||9,50||9,50||";"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Virement";47.340854,-0.238075;Maine-et-Loire
HÔTEL MERCURE LAC DE MAINE;4 étoiles;Hôtel;;;2 allée du Grand Launay;;49000;ANGERS;;49007;47.46727;-0.593;;;02 41 48 02 12;;;http://www.mercure-angers-lac-de-maine.com;;Facebook||https://www.facebook.com/Mercure-Angers-Lac-de-Maine-263187013739250/;;;"Climatisation;Restaurant;WiFi";;Mercure;;;;oui;10 €;non;;77;;3;;"Anglais;Français";oui;;;"01/01/2019||31/12/2019||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;01/01/2020||15/03/2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;02/06/2020||31/12/2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;01/01/2021||31/12/2021||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;01/01/2022||31/12/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||";;;;"Chambre double||59,49||224,49||;Taxe de séjour / nuit / pers||1,50||||";"Cartes bancaires;Chèques Vacances;Espèces;Virement";47.46727,-0.593;Maine-et-Loire
BEST WESTERN HÔTEL DE LA CITÉ & SPA;3 étoiles;Hôtel;;;2 place Dolgellau;;44350;GUERANDE;;44069;47.32573;-2.41684;;;02 40 22 02 20;02 40 22 02 22;;http://www.hotel-guerande.com;;;;;"Climatisation;Espace bien-être;Parking privé;Piscine;Salle de sport;WiFi";;Best Western;;;;oui;Supplément de 10 € par animal et par jour.;;;60;;;;"Allemand;Anglais;Espagnol";oui;oui;;"01/01/2021||31/12/2021||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;01/01/2022||31/12/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||";;;;Chambre double||72,00||158,00||;"Cartes bancaires;Espèces;Virement";47.32573,-2.41684;Loire-Atlantique
IBIS BUDGET;2 étoiles;Hôtel;;;2 rue Bernard Palissy;;53960;BONCHAMP-LES-LAVAL;;53034;48.0718776;-0.7260586;;;08.92.70.20.38;;;https://all.accor.com/hotel/6229/index.fr.shtml;;;;;"Climatisation;Parking privé;WiFi";;Ibis Budget;;;;oui;Supplément animal : 5 €;non;;54;;3;;;;;oui;;;||https://all.accor.com/hotel/6229/index.fr.shtml||||||;oui;;;48.0718776,-0.7260586;Mayenne
HÔTEL LE ROYALTY;2 étoiles;Hôtel;;;21 boulevard Ayrault;;49000;ANGERS;;49007;47.47605;-0.54998;;;02 41 43 78 76;;;http://www.hotel-leroyalty.com;;;;;"Climatisation;WiFi";"Accueil Vélo;Qualité Tourisme";Contact hôtel;;;;;;non;"EV6-La Loire à Vélo;La Vallée du Loir à vélo;Vélo Francette - Halage Mayenne;Vélo Francette - Loire à Vélo";20;1;;;"Anglais;Français";;;;"01/01/2021||31/12/2021||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;01/01/2022||31/12/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||";;;;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces";47.47605,-0.54998;Maine-et-Loire
IBIS STYLES ANGERS CENTRE GARE;3 étoiles;Hôtel;;;23 bis rue Paul Bert;;49100;ANGERS;;49007;47.46563;-0.55045;;;02 41 25 48 48;02 41 25 48 49;;https://all.accor.com/hotel/6920/index.fr.shtml;;Facebook||https://www.facebook.com/ibisStylesAngersCentreGare/;;;"Climatisation;WiFi";;"All Seasons;Ibis Style";;;;oui;7€;non;;72;;3;;"Anglais;Français";;;;"01/01/2020||15/03/2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;02/06/2020||31/12/2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;01/01/2021||31/12/2021||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;01/01/2022||31/12/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||";;;;;"Cartes bancaires;Chèques Vacances;Espèces;Virement";47.46563,-0.55045;Maine-et-Loire
CHÂTEAU DE NOIRIEUX;4 étoiles;Hôtel;;;26 route du Moulin;;49125;BRIOLLAY;;49048;47.57617;-0.46974;;;02 41 42 50 05;02 41 37 91 00;;http://www.chateaudenoirieux.com;;"Twitter||https://twitter.com/ChateauNoirieux;Facebook||http://www.facebook.com/noirieux";;;"Piscine;Restaurant;WiFi";Vignobles et découvertes;Relais et Châteaux;;;;oui;20€;non;;19;1;2;;"Allemand;Anglais;Espagnol;Français";oui;;;"05/03/2021||30/04/2021||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;01/05/2021||30/09/2021||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;01/10/2021||31/10/2021||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;16/03/2022||31/12/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||";;;;;"Cartes bancaires;Chèques bancaires et postaux;Espèces;Virement";47.57617,-0.46974;Maine-et-Loire
HÔTEL DE L'EUROPE;3 étoiles;Hôtel;;;3 rue Châteaugontier;;49100;ANGERS;;49007;47.46707;-0.54946;;;02 41 88 67 45;02 41 86 17 42;;http://www.hoteldeleurope-angers.com;;Facebook||http://www.facebook.com/pages/H%C3%B4tel-de-lEurope-/252713628091628;;;WiFi;Accueil Vélo;;;;;oui;;non;"EV6-La Loire à Vélo;La Vallée du Loir à vélo;Vélo Francette - Halage Mayenne;Vélo Francette - Loire à Vélo";29;1;;;"Allemand;Anglais;Français";;;;"01/01/2020||15/03/2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;02/06/2020||06/11/2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;30/11/2020||31/12/2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;01/01/2021||31/12/2021||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;01/01/2022||31/12/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||";;;;Chambre double||55,00||130,00||;"Cartes bancaires;Chèques Vacances;Espèces";47.46707,-0.54946;Maine-et-Loire
B&B HÔTEL ANGERS PARC EXPOS;2 étoiles;Hôtel;;;3 Rue du Bon Puits;Saint-Sylvain-d'Anjou;49480;VERRIERES-EN-ANJOU;;49323;47.49599;-0.4916;;;08 92 23 36 55;;;https://www.hotel-bb.com/fr/hotel/angers-parc-expos;;;;;"Climatisation;Restaurant;WiFi";;B and B;;;;oui;4€;;;46;4;2;;"Anglais;Espagnol;Français";;;;"01/01/2020||15/03/2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;01/11/2020||30/11/2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;01/12/2020||27/12/2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;04/01/2021||31/12/2021||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;01/01/2022||31/12/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||";;;;"Chambre single||60,00||65,00||;Taxe de séjour / nuit / pers||0,90||||;Petit-déjeuner / pers||6,85||||";"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Virement";47.49599,-0.4916;Maine-et-Loire
HÔTEL DE CHAMPAGNE;3 étoiles;Hôtel;;;34 Avenue Denis Papin;;49100;ANGERS;;49007;47.46504;-0.55866;;;02 41 25 78 78;02 41 25 78 79;;http://www.hoteldechampagne.com;;Facebook||https://www.facebook.com/champagnehotel.angers;;;"Climatisation;WiFi";"Accueil Vélo;Écolabel Européen;La Loire à vélo";;;;;;;non;"EV6-La Loire à Vélo;La Vallée du Loir à vélo;Vélo Francette - Halage Mayenne;Vélo Francette - Loire à Vélo";29;;;;"Anglais;Français";;;;"01/01/2021||31/12/2021||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;01/01/2022||31/12/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||";;;;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Virement";47.46504,-0.55866;Maine-et-Loire
B&B CHOLET CENTRE;2 étoiles;Hôtel;;;4 Place Michel Ange;;49300;CHOLET;;49099;47.05482;-0.87554;;;08 92 78 80 34;02 41 46 80 40;;http://www.hotel-bb.com;;Tripadvisor||;;"<div id=""TA_selfserveprop569"" class=""TA_selfserveprop"">;<ul id=""EutORH"" class=""TA_links bi1S5UgrBI"">;<li id=""Mib7kAtLcTol"" class=""yam6ICfU"">;<a target=""_blank"" href=""https://www.tripadvisor.fr/""><img src=""https://www.tripadvisor.fr/img/cdsi/img2/branding/150_logo-11900-2.png"" alt=""TripAdvisor""/></a>;</li>;</ul>;</div>;<script src=""https://www.jscache.com/wejs?wtype=selfserveprop&amp;uniq=569&amp;locationId=1235929&amp;lang=fr&amp;rating=true&amp;nreviews=2&amp;writereviewlink=true&amp;popIdx=false&amp;iswide=true&amp;border=false""></script>";"Climatisation;WiFi";;B and B;;;;oui;4 €;non;;56;8;3;;"Anglais;Français";;;;01/01/2022||31/12/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;Chambre double||62,00||99,00||;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Virement";47.05482,-0.87554;Maine-et-Loire
HÔTEL LE BUSSY;3 étoiles;Hôtel;;;4 rue Jehanne d'Arc;;49730;MONTSOREAU;;49219;47.214803;0.06259;;;02 41 38 11 11;;;https://www.hotel-lebussy.fr/;;"Tripadvisor||;Google+||https://maps.google.com/?cid=13815308938610850425";;;"Local vélo;Parking privé;Restaurant;WiFi";;Logis;;Hôtel Elégance;;oui;9.50€;non;EV6-La Loire à Vélo;12;2;;;"Anglais;Français";;;;12/02/2022||17/12/2022||Lundi, Mardi, Mercredi, Jeudi, Vendredi, Samedi, Dimanche : 07h à 22h||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;"Chambre double||94,00||148,00||;Petit-déjeuner / pers||13,00||13,00||;Demi-pension||100,00||125,00||;Taxe de séjour / nuit / pers||1,20||1,20||";"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Virement";47.214803,0.06259;Maine-et-Loire
LE BRETAGNE;Non classé;Hôtel;;;7 rue Joseph Grellier;;44730;SAINT-MICHEL-CHEF-CHEF;;44182;47.18131;-2.14716;;06 40 48 97 08;02 40 27 84 60;;;;;;;;;;;;;;;;;;;;;;;;;;01/01/2022||31/12/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;;47.18131,-2.14716;Loire-Atlantique
HÔTEL SAINT-JULIEN;3 étoiles;Hôtel;;;9 place du Ralliement;;49100;ANGERS;;49007;47.47109;-0.5512;;;02 41 88 41 62;02 41 20 95 19;;http://www.hotelsaintjulien.com;;;;;"Climatisation;WiFi";;;;;;oui;8€;non;;33;;;;"Anglais;Français";;;;"01/01/2021||31/12/2021||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;01/01/2022||31/12/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||";;;;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Virement";47.47109,-0.5512;Maine-et-Loire
IBIS BUDGET;2 étoiles;Hôtel;;;Aire des Portes d'Angers;Saint-Sylvain-d'Anjou;49480;VERRIERES-EN-ANJOU;;49323;47.49956;-0.48927;;;08 92 68 32 63;;;;;Facebook||https://www.facebook.com/ibisBudgetAngers/;;;"Climatisation;WiFi";;Ibis Budget;;;;;;non;;56;;3;;"Anglais;Français";;;;"01/01/2019||31/12/2019||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;01/01/2020||15/03/2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;02/06/2020||31/12/2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;01/01/2021||31/12/2021||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;01/01/2022||31/12/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||";;;;;"Cartes bancaires;Chèques Vacances;Espèces";47.49956,-0.48927;Maine-et-Loire
HÔTEL KYRIAD ANGERS SUD - LES PONTS-DE-CÉ;3 étoiles;Hôtel;;;Allée de la Bergerie;;49130;LES PONTS-DE-CE;;49246;47.4355;-0.51127;;;02 41 44 92 44;02 41 44 92 24;;https://angers-sud-les-ponts-de-ce.kyriad.com/fr-fr/;;Facebook||http://www.facebook.com/kyriad?ref=ts;;;"Climatisation;Restaurant;WiFi";"Accueil Vélo;La Loire à vélo;Qualité Tourisme";Kyriad;;;;oui;;non;"EV6-La Loire à Vélo;Vélo Francette - Loire à Vélo";51;;3;;"Anglais;Français";oui;;;"01/01/2020||15/03/2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;22/06/2020||06/11/2020||||||06:30||23:00||||||06:30||23:00||||||06:30||23:00||||||06:30||23:00||||||06:30||23:00||||||06:30||23:00||||||06:30||23:00||||;16/11/2020||31/12/2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;01/01/2021||31/12/2021||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;01/01/2022||31/12/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||";;;;;"Cartes bancaires;Chèques Vacances;Espèces;Virement";47.4355,-0.51127;Maine-et-Loire
PREMIÈRE CLASSE;2 étoiles;Hôtel;;;Boulevard Bertrand du Guesclin;;53000;LAVAL;;53130;48.0751545;-0.7956329;;;02.43.98.27.74;;;http://www.premiereclasse.com/fr/hotels/premiere-classe-laval;;;;;WiFi;;Première Classe;;;;oui;;non;;66;;;;;;;oui;;;;;;Cartes bancaires;48.0751545,-0.7956329;Mayenne
B&B CHOLET NORD;2 étoiles;Hôtel;;;Rue de Terre Neuve;ZAC de l'Ecuyère;49300;CHOLET;;49099;47.07935;-0.82973;;;02 41 70 77 11;02 41 70 77 09;;https://www.hotel-bb.com/fr/hotel/cholet-nord;;;;;"Climatisation;WiFi";;B and B;;;;oui;3 €;;;68;4;3;;"Allemand;Anglais;Espagnol;Français";;;;01/01/2022||31/12/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;"Cartes bancaires;Chèques Vacances;Espèces;Virement";47.07935,-0.82973;Maine-et-Loire
DAHUB TEST BBR (LUDO);5 étoiles;Hôtel;29 chemin du vieux chêne (LUDO);;avenue Matthieu Julien;;49400;SAUMUR;;49328;47.264856;-0.084555;;;;;;;;;;;;;;;;;;;non;;24;27;;;;;;;;;;;"Chambre double||||||;Chambre single||||||";;47.264856,-0.084555;Maine-et-Loire
B&B HÔTEL;2 étoiles;Hôtel;Parc Tertiaire Technopolis;;Rue Louis de Broglie;;53810;CHANGE;;53054;48.0909692;-0.7514198;;;08.92.78.80.49;;;http://www.hotel-bb.com/detailhotels.phtml?hotelid=4399;;;;;WiFi;;B and B;;;;oui;;non;;69;;;;Anglais;;;oui;;;;;;"Cartes bancaires;Chèques Vacances";48.0909692,-0.7514198;Mayenne
AUBERGE DE L'OREE DU BOIS;Non classé;Hôtel;;;;;72600;AILLIERES-BEAUVOIR;;72002;48.404563;0.324734;;06 73 29 18 49;02 43 33 09 85;;;;;;;;"Restaurant;WiFi";;;;;;oui;;non;;3;1;;non;"Allemand;Anglais";non;;oui;;;;;;"Cartes bancaires;Chèques bancaires et postaux";48.404563,0.324734;Sarthe
AUBERGE DES REMPARTS;1 étoile;Hôtel;;;2 - 4 Carrefour aux Toiles;;53000;LAVAL;;53130;48.0699294;-0.7757852;;;02.43.66.86.80;;;http://www.aubergedesremparts.com/;;;;;"Local vélo;WiFi";;;;;;non;;non;;12;;;non;"Allemand;Anglais";;non;oui;;;;;"Petit-déjeuner / pers||10,00||||• Petit déjeuner de qualité avec des produits du terroirs. Les portes du petit déjeuner vous sont ouvertes de 7h à 9h. A votre disposition, du lait fermier, du thé en vrac, du chocolat montbana ainsi que des céréales bio, des fruits frais et autres v;Chambre single||52,00||||;Chambre double||75,00||||";"Cartes bancaires;Chèques bancaires et postaux;Espèces;Virement";48.0699294,-0.7757852;Mayenne
HÔTEL - RESTAURANT LE RELAIS DU VAL DE L'ERDRE;Non classé;Hôtel - Restaurant;;;8 Place des Halles;;49440;CANDE;;49054;47.560178;-1.037062;;06 48 36 29 47;02 41 26 42 91;;;;;;;;"Restaurant;WiFi";;Logis;;Hôtel Essentiel;;;;non;;7;;1;non;"Anglais;Français";non;;oui;06/01/2022||31/12/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;Le Relais du Val de l'Erdre||02 41 26 42 91||contact@hotel-relaisduvaldelerdre.fr;;;"Chambre double||70,00||70,00||;Chambre familiale||85,00||85,00||;Demi-pension||95,00||95,00||;Soirée étape affaires||95,00||95,00||;Petit-déjeuner / pers||8,00||8,00||;Taxe de séjour / nuit / pers||0,50||0,50||";"Cartes bancaires;Chèques bancaires et postaux;Espèces";47.560178,-1.037062;Maine-et-Loire
LE MAURITIA;3 étoiles;Hôtel - Restaurant;;;12 rue Jean Monnet;Zone Commerciale Pornic Ouest;44210;PORNIC;;44131;47.12701;-2.1178;;;02 40 82 55 55;02 40 27 52 44;;http://www.hotelmauritia.com;;;;;"Climatisation;Espace bien-être;Parking privé;Restaurant;Salle de sport;WiFi";;;;;;oui;;;;59;6;3;oui;"Allemand;Anglais;Espagnol";oui;;oui;;;;;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces";47.12701,-2.1178;Loire-Atlantique
ALCYON;3 étoiles;Hôtel;;;19 allée des Pétrels;;44500;LA BAULE-ESCOUBLAC;;44055;47.28509;-2.39593;;;02 40 60 19 37;02 40 42 71 33;;http://www.alcyon-hotel.com;;;;;"Parking privé;WiFi";;;;;;oui;Les animaux propres sont acceptés sous réserve de ne pas les laisser seuls dans la chambre. Payant à la journée. 1 seul animal par chambre;;;31;;;oui;Anglais;oui;oui;;03/05/2021||31/12/2021||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Virement";47.28509,-2.39593;Loire-Atlantique
HÔTEL SAINT FRANCOIS;Non classé;Hôtel;;;21 Grande Rue;;72300;PRECIGNE;;72244;47.7668418;-0.3233307;;02 43 92 27 48;02 43 92 27 48;;;http://www.hotelstfrancois.fr;;"Tripadvisor||http://www.tripadvisor.fr/ShowUserReviews-g1080870-d1104390-r140384818-Hotel_Gite_St_Francois-Precigne_Sarthe_Pays_de_la_Loire.html;Facebook||https://www.facebook.com/Hotel-St-Fran%C3%A7ois-Pr%C3%A9cign%C3%A9-109601707397587";;"<div id=""TA_selfserveprop328"" class=""TA_selfserveprop"">;<ul id=""WFrP0j"" class=""TA_links XR2DWX5Wv"">;<li id=""hd1uIeJe2CoL"" class=""sDziogYG3"">1 avis pour <a target=""_blank"" href=""http://www.tripadvisor.fr/Hotel_Review-g1080870-d1104390-Reviews-Hotel_Gite_St_Francois-Precigne_Sarthe_Pays_de_la_Loire.html"">Hotel Gite St Francois</a> à Précigné</li>;</ul>;</div>;<script src=""http://www.jscache.com/wejs?wtype=selfserveprop&amp;uniq=328&amp;locationId=1104390&amp;lang=fr&amp;rating=true&amp;nreviews=5&amp;writereviewlink=true&amp;popIdx=true&amp;iswide=false&amp;border=true""></script>;";"Parking privé;Restaurant;WiFi";;;;;;oui;sur demande exclusivement;non;;8;1;0;oui;"Anglais;Français";oui;non;oui;01/01/2022||31/12/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;||02 43 92 27 48||hotelsaintfrancoisprecigne@gmail.com;;;Chambre double||50,00||65,00||;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Virement";47.7668418,-0.3233307;Sarthe
LA MARE AUX OISEAUX;4 étoiles;Hôtel - Restaurant;;;223, rue du Chef de l'Île;Fédrun;44720;SAINT-JOACHIM;;44168;47.37278;-2.21417;;;02 40 88 53 01;;;http://www.mareauxoiseaux.fr;;;;;"Espace bien-être;Parking privé;Restaurant;WiFi";;The Originals Hotels;;;;oui;;non;;15;2;3;oui;Anglais;oui;oui;non;01/04/2022||31/12/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;"Chambre double||135,00||310,00||;Petit-déjeuner / pers||25,00||||";"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Virement";47.37278,-2.21417;Loire-Atlantique
HOTEL RESTAURANT LA CLEF D'OR;Non classé;Hôtel - Restaurant;;;36, grande rue;Clefs;49150;BAUGE-EN-ANJOU;;49018;47.6258081;-0.0704246;;;02 41 82 67 14;;;;;Facebook||https://www.facebook.com/La-Clef-dOr-454226022052707/;;;"Restaurant;WiFi";;;;;;oui;;non;;10;;0;oui;;non;oui;oui;01/01/2022||31/12/2022||||fermé le dimanche soir, les 15 premiers jours d'août et les 15 derniers jours de décembre||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;Chambre double||28,00||31,00||;Chèques bancaires et postaux;47.6258081,-0.0704246;Maine-et-Loire
BEST WESTERN BRITTANY;3 étoiles;Hôtel;;;7 avenue des Impairs;;44500;LA BAULE-ESCOUBLAC;;44055;47.28249;-2.39645;;;02 40 60 30 25;02 40 24 37 30;;https://www.hotelbrittany.com;;;;;"Climatisation;WiFi";;Best Western;;;;oui;Uniquement des petits chiens;;;19;;;oui;Anglais;oui;;;02/05/2021||31/12/2021||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;Chambre double||69,00||109,00||;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Virement";47.28249,-2.39645;Loire-Atlantique
B&B NANTES SAVENAY;2 étoiles;Hôtel;;;Parc commercial de la Colleraye;;44260;SAVENAY;;44195;47.37384;-1.936404;;;08 92 78 80 71;;;http://www.hotel-bb.com;;;;;"Climatisation;Parking privé;WiFi";;B and B;;;;oui;4 euros;non;;58;3;3;oui;"Anglais;Français";non;oui;oui;;Valérie ou Laetitia||08 92 78 80 71||bb_4549@hotelbb.com;||http://www.hotel-bb.com||http://www.hotel-bb.com||08 92 78 29 29||;oui;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances";47.37384,-1.936404;Loire-Atlantique
